option,rooms,area,floor,total_floors,house_type,condition,price
For sale,3,58,3,5,Brick,All amenities,"€ 32,000"
For rent,3,85,4,5,Brick,All amenities,€ 850
For rent,3,59,5,6,Masonry,All amenities,€ 530
For sale,4,118,5,6,Masonry,All amenities,"€ 294,000"
For sale,3,80,5,6,Masonry,All amenities,"€ 208,520"
For sale,2,51.9,2,6,Masonry,All amenities,"€ 124,560"
For sale,5,111.3,5,6,Masonry,All amenities,"€ 139,125"
For sale,3,72,9,9,Brick,All amenities,"€ 79,920"
For sale,3,68,14,16,Panel,All amenities,"€ 72,000"
For sale,1,40,5,5,Brick,All amenities,"€ 27,000"
For sale,2,91,4,9,Brick,All amenities,"€ 115,000"
For sale,3,117,10,11,Panel-Brick,All amenities,"€ 175,500"
For rent,3,94,2,2,Masonry,All amenities,€ 500
For sale,2,44,1,5,Panel,All amenities,"€ 35,000"
For sale,6,179,2,4,Panel-Brick,All amenities,"€ 250,000"
For sale,2,49,2,5,Panel,All amenities,"€ 33,099"
For sale,3,75,5,9,Panel,All amenities,"€ 67,000"
For rent,3,100,2,6,Brick,All amenities,€ 800
For sale,2,46,5,5,Brick-Panel,All amenities,"€ 41,500"
For sale,3,60,5,5,Panel,All amenities,"€ 59,990"
For sale,3,62,9,9,Panel,All amenities,"€ 70,000"
Renting,3,,,,,All amenities,
For rent,2,63,2,3,Brick,All amenities,€ 460
For sale,2,83,5,6,Masonry,Partial amenities,"€ 56,000"
For rent,3,82,5,6,Masonry,All amenities,€ 680
For sale,1,23,2,3,Masonry,All amenities,"€ 15,500"
For sale,3,91.8,2,2,Brick,All amenities,"€ 85,000"
For sale,2,39,1,2,Wood,All amenities,"€ 56,800"
For rent,1,30,10,12,Brick-Panel,All amenities,€ 260
For sale,3,75,5,5,Masonry,All amenities,"€ 157,920"
For rent,1,35,1,8,Panel,All amenities,€ 280
For sale,1,37,1,2,Masonry,All amenities,"€ 34,800"
For sale,4,102,2,3,Masonry,All amenities,"€ 151,200"
For rent,3,55,1,3,Panel-Brick,All amenities,€ 600
For sale,3,57,1,3,Panel-Brick,All amenities,"€ 94,500"
For sale,4,180,1,3,Masonry,All amenities,"€ 165,000"
For sale,4,96,1,3,Brick-Panel,All amenities,"€ 150,000"
For sale,2,48,3,3,Masonry,All amenities,"€ 46,900"
For sale,2,48,6,9,Panel,All amenities,"€ 40,000"
For sale,2,60,9,9,Panel,All amenities,"€ 64,300"
For sale,4,100,2,2,Wood,All amenities,"€ 125,000"
For sale,3,148,6,6,Masonry,All amenities,"€ 198,000"
For sale,6,180,3,6,Masonry,All amenities,"€ 199,000"
For sale,2,57,5,5,Masonry,All amenities,"€ 119,800"
For sale,2,53,4,4,Masonry,All amenities,"€ 72,000"
For sale,4,126,4,4,Brick,All amenities,"€ 220,000"
For sale,1,20,3,5,Masonry,All amenities,"€ 35,000"
For rent,2,60,2,6,Brick-Panel,All amenities,€ 850
For sale,5,149,2,5,Masonry,All amenities,"€ 238,000"
For sale,5,168,1,3,Masonry,All amenities,"€ 200,000"
For sale,2,47,5,5,Panel,All amenities,"€ 46,000"
For sale,2,51,2,5,Masonry,All amenities,"€ 65,500"
For rent,2,50,4,4,Masonry,All amenities,€ 450
For sale,3,71,3,6,Masonry,All amenities,"€ 127,000"
For sale,2,68,5,25,Brick-Panel,All amenities,"€ 108,000"
For sale,4,126,5,6,Masonry,All amenities,"€ 200,000"
For sale,3,77,9,9,Panel,All amenities,"€ 68,000"
For sale,3,68,6,6,Masonry,All amenities,"€ 91,800"
For rent,5,180,5,6,Masonry,All amenities,"€ 1,490"
For sale,2,68,3,6,Masonry,All amenities,"€ 136,400"
For sale,4,74,2,18,Panel,All amenities,"€ 125,000"
For sale,4,113,5,6,Brick,All amenities,"€ 132,000"
For sale,3,90,1,4,Brick-Panel,All amenities,"€ 145,000"
For sale,3,99,1,4,Brick,All amenities,"€ 159,000"
For sale,3,117,10,11,Brick,All amenities,"€ 185,000"
For sale,4,93,3,6,Masonry,All amenities,"€ 185,200"
For rent,1,30,5,5,Panel,All amenities,€ 20
For rent,1,30,3,5,Brick,All amenities,€ 25
For sale,3,89.5,1,4,Brick,All amenities,"€ 145,000"
For sale,1,40,5,5,Panel,All amenities,"€ 39,900"
For sale,4,100,2,3,Masonry,All amenities,"€ 98,000"
For rent,2,42,4,4,Brick,All amenities,€ 450
For rent,2,66,4,7,Brick,All amenities,€ 700
For sale,2,41,3,5,Panel,All amenities,"€ 52,578"
For sale,3,54,5,5,Panel,All amenities,"€ 80,900"
For sale,3,63,9,9,Panel,All amenities,"€ 64,000"
For sale,2,85,1,2,Masonry,All amenities,"€ 125,000"
For sale,5,210,1,2,Wood,All amenities,"€ 135,000"
For sale,4,104,2,5,Masonry,All amenities,"€ 135,000"
For rent,2,41,3,4,Masonry,All amenities,€ 35
For sale,4,110,3,6,Masonry,All amenities,"€ 149,715"
For sale,3,77,3,6,Masonry,All amenities,"€ 119,660"
For rent,3,57,4,9,Panel,All amenities,€ 300
For sale,5,173,4,5,Masonry,All amenities,"€ 480,000"
For sale,3,97.1,12,13,Brick,All amenities,"€ 128,000"
For sale,3,60,5,5,Panel,All amenities,"€ 75,000"
For sale,1,31,4,5,Brick,All amenities,"€ 42,500"
For rent,1,27,1,5,Brick,All amenities,€ 25
For rent,3,75,5,5,Brick,All amenities,€ 45
For sale,1,45,13,16,Panel,All amenities,"€ 43,500"
For sale,3,88,1,6,Masonry,All amenities,"€ 119,999"
For sale,2,36,5,5,Brick,Partial amenities,"€ 32,900"
For rent,1,187,1,5,Masonry,All amenities,€ 150
For sale,3,75,3,6,Brick,All amenities,"€ 148,000"
For sale,1,32,7,9,Panel,All amenities,"€ 30,800"
For sale,3,93,3,4,Brick-Panel,All amenities,"€ 123,000"
For sale,2,48.96,9,9,Panel,All amenities,"€ 60,000"
For rent,4,112,2,4,Brick,All amenities,€ 950
For rent,2,45,2,6,Masonry,All amenities,€ 30
For rent,1,22,1,6,Masonry,All amenities,€ 25
For sale,4,134,6,7,Brick-Panel,All amenities,"€ 201,000"
For rent,2,45,3,6,Brick,All amenities,€ 35
For sale,2,72,7,7,Brick-Panel,All amenities,"€ 105,000"
For sale,4,90,4,9,Panel,All amenities,"€ 90,000"
For sale,4,83,5,6,Masonry,All amenities,"€ 125,000"
For sale,3,64,1,9,Panel,All amenities,"€ 49,900"
For sale,1,21,2,2,Brick,Partial amenities,"€ 6,900"
For sale,5,154,1,3,Brick,All amenities,"€ 195,000"
For sale,2,47,5,8,Panel-Brick,All amenities,"€ 72,000"
For sale,2,71,4,10,Masonry,All amenities,"€ 135,000"
